ticker,company_name,exchange,cik,sec_rank,source,source_url
MDCXW,Medicus Pharma Ltd.,Nasdaq,0001997296,9700,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",Nasdaq,0001157601,941,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDIA,Mediaco Holding Inc.,Nasdaq,0001784254,5104,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDLN,Medline Inc.,Nasdaq,0002046386,266,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDLZ,"Mondelez International, Inc.",Nasdaq,0001103982,205,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDRR,"Medalist Diversified, Inc.",Nasdaq,0001654595,5857,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDT,Medtronic plc,NYSE,0001613103,158,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDU,MDU RESOURCES GROUP INC,NYSE,0000067716,1564,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDV,"MODIV INDUSTRIAL, INC.",NYSE,0001645873,4328,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDV.PA,"MODIV INDUSTRIAL, INC.",NYSE,0001645873,9094,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDWD,MediWound Ltd.,Nasdaq,0001593984,4355,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDXG,"MIMEDX GROUP, INC.",Nasdaq,0001376339,3246,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDXH,MDxHealth SA,Nasdaq,0001872529,5578,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MDY,SPDR S&P MIDCAP 400 ETF TRUST,NYSE,0000936958,6945,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEC,"Mayville Engineering Company, Inc.",NYSE,0001766368,2842,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MED,MEDIFAST INC,NYSE,0000910329,4613,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEDP,"Medpace Holdings, Inc.",Nasdaq,0001668397,813,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,NYSE,0001855066,2945,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEGL,Magic Empire Global Ltd,Nasdaq,0001881472,6328,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEHA,Functional Brands Inc.,Nasdaq,0001837254,6722,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEI,METHODE ELECTRONICS INC,NYSE,0000065270,3528,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MELI,MERCADOLIBRE INC,Nasdaq,0001099590,204,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MENS,Jyong Biotech Ltd.,Nasdaq,0001954488,4631,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEOH,METHANEX CORP,Nasdaq,0000886977,1525,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MER.PK,BANK OF AMERICA CORP /DE/,NYSE,0000070858,8248,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MERC,MERCER INTERNATIONAL INC.,Nasdaq,0001333274,5171,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MESH,Meshflow Acquisition Corp,Nasdaq,0002081468,3461,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MESHU,Meshflow Acquisition Corp,Nasdaq,0002081468,10144,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MESHW,Meshflow Acquisition Corp,Nasdaq,0002081468,10145,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MESO,MESOBLAST LTD,Nasdaq,0001345099,2235,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MET,METLIFE INC,NYSE,0001099219,308,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MET.PA,METLIFE INC,NYSE,0001099219,7559,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MET.PE,METLIFE INC,NYSE,0001099219,7562,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MET.PF,METLIFE INC,NYSE,0001099219,8604,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
META,"Meta Platforms, Inc.",Nasdaq,0001326801,8,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
METC,"Ramaco Resources, Inc.",Nasdaq,0001687187,2779,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
METCB,"Ramaco Resources, Inc.",Nasdaq,0001687187,9157,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
METCI,"Ramaco Resources, Inc.",Nasdaq,0001687187,9158,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
METCZ,"Ramaco Resources, Inc.",Nasdaq,0001687187,9159,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEVO,M Evo Global Acquisition Corp II,Nasdaq,0002087361,3336,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEVOU,M Evo Global Acquisition Corp II,Nasdaq,0002087361,10222,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MEVOW,M Evo Global Acquisition Corp II,Nasdaq,0002087361,10223,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFA,"MFA FINANCIAL, INC.",NYSE,0001055160,2798,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFA.PB,"MFA FINANCIAL, INC.",NYSE,0001055160,8574,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFA.PC,"MFA FINANCIAL, INC.",NYSE,0001055160,8575,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFAN,"MFA FINANCIAL, INC.",NYSE,0001055160,8572,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFAO,"MFA FINANCIAL, INC.",NYSE,0001055160,8573,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFC,MANULIFE FINANCIAL CORP,NYSE,0001086888,265,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFG,MIZUHO FINANCIAL GROUP INC,NYSE,0001335730,140,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFI,mF International Ltd,Nasdaq,0001940941,3648,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFIC,MidCap Financial Investment Corp,Nasdaq,0001278752,2889,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFICL,MidCap Financial Investment Corp,Nasdaq,0001278752,8704,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFIN,MEDALLION FINANCIAL CORP,Nasdaq,0001000209,4142,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MFM,ABERDEEN MUNICIPAL INCOME FUND,NYSE,0000801961,4177,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MG,"Mistras Group, Inc.",NYSE,0001436126,3176,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGA,MAGNA INTERNATIONAL INC,NYSE,0000749098,686,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGEE,MGE ENERGY INC,Nasdaq,0001161728,1899,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGF,MFS GOVERNMENT MARKETS INCOME TRUST,NYSE,0000811922,4869,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGIH,Millennium Group International Holdings Ltd,Nasdaq,0001903995,5899,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGLD,"Marygold Companies, Inc.",NYSE,0001005101,5278,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGM,MGM Resorts International,NYSE,0000789570,885,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGN,Megan Holdings Ltd.,Nasdaq,0001995075,6422,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGNI,"MAGNITE, INC.",Nasdaq,0001595974,2062,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGNX,MACROGENICS INC,Nasdaq,0001125345,4046,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGPI,MGP INGREDIENTS INC,Nasdaq,0000835011,3703,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGR,"AFFILIATED MANAGERS GROUP, INC.",NYSE,0001004434,8525,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRB,"AFFILIATED MANAGERS GROUP, INC.",NYSE,0001004434,8526,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRC,MCGRATH RENTCORP,Nasdaq,0000752714,1912,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRD,"AFFILIATED MANAGERS GROUP, INC.",NYSE,0001004434,8527,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRE,"AFFILIATED MANAGERS GROUP, INC.",NYSE,0001004434,8528,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRT,Mega Fortune Co Ltd,Nasdaq,0002033377,2731,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGRX,"MANGOCEUTICALS, INC.",Nasdaq,0001938046,6361,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGTX,MeiraGTx Holdings plc,Nasdaq,0001735438,2854,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGX,"Metagenomi Therapeutics, Inc.",Nasdaq,0001785279,5327,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGY,Magnolia Oil & Gas Corp,NYSE,0001698990,1420,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MGYR,"Magyar Bancorp, Inc.",Nasdaq,0001337068,4739,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MH,"McGraw Hill, Inc.",NYSE,0001951070,2051,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHD,"BLACKROCK MUNIHOLDINGS FUND, INC.",NYSE,0001034665,3143,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,NYSE,0000830487,4497,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHH,"Mastech Digital, Inc.",NYSE,0001437226,4843,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHK,MOHAWK INDUSTRIES INC,NYSE,0000851968,1242,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHLA,"Maiden Holdings, Ltd.",NYSE,0001412100,7838,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHNC,"Maiden Holdings, Ltd.",NYSE,0001412100,8801,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MHO,"M/I HOMES, INC.",NYSE,0000799292,1710,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MI,NFT Ltd,NYSE,0001958713,6606,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIAX,"MIAMI INTERNATIONAL HOLDINGS, INC.",NYSE,0001438472,1656,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MICC,Magnum Ice Cream Co N.V.,NYSE,0002071668,935,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIDD,MIDDLEBY Corp,Nasdaq,0000769520,1194,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIMI,Mint Inc Ltd,Nasdaq,0001998560,6267,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIN,MFS INTERMEDIATE INCOME TRUST,NYSE,0000826735,3966,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIND,"MIND TECHNOLOGY, INC",Nasdaq,0000926423,5319,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MINE,MAYFAIR GOLD CORP.,NYSE,0001823255,4363,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIR,"Mirion Technologies, Inc.",NYSE,0001809987,1632,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIRA,"MIRA PHARMACEUTICALS, INC.",Nasdaq,0001904286,5420,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIRM,"Mirum Pharmaceuticals, Inc.",Nasdaq,0001759425,1315,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIST,Milestone Pharmaceuticals Inc.,Nasdaq,0001408443,4476,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITK,MITEK SYSTEMS INC,Nasdaq,0000807863,2991,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITN,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,8934,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITP,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,8935,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITQ,MOVING iMAGE TECHNOLOGIES INC.,NYSE,0001770236,6375,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITT,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,4083,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITT.PA,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,8936,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITT.PB,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,8937,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MITT.PC,"TPG Mortgage Investment Trust, Inc.",NYSE,0001514281,8938,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MIY,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.",NYSE,0000890393,3678,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKC,MCCORMICK & CO INC,NYSE,0000063754,832,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKC.V,MCCORMICK & CO INC,NYSE,0000063754,7606,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKDW,MKDWELL Tech Inc.,Nasdaq,0001991332,5488,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKDWW,MKDWELL Tech Inc.,Nasdaq,0001991332,9693,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKL,MARKEL GROUP INC.,NYSE,0001096343,581,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKLY,McKinley Acquisition Corp,Nasdaq,0002067592,3819,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKLYR,McKinley Acquisition Corp,Nasdaq,0002067592,10017,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKLYU,McKinley Acquisition Corp,Nasdaq,0002067592,10018,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKSI,MKS INC,Nasdaq,0001049502,570,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKTW,"MARKETWISE, INC.",Nasdaq,0001805651,5353,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKTX,MARKETAXESS HOLDINGS INC,Nasdaq,0001278021,1605,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MKZR,"MacKenzie Realty Capital, Inc.",Nasdaq,0001550913,6445,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLAA,Mountain Lake Acquisition Corp. II,Nasdaq,0002094265,7343,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLAAU,Mountain Lake Acquisition Corp. II,Nasdaq,0002094265,10304,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLAAW,Mountain Lake Acquisition Corp. II,Nasdaq,0002094265,10305,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLAB,MESA LABORATORIES INC /CO/,Nasdaq,0000724004,3183,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLAC,Mountain Lake Acquisition Corp.,Nasdaq,0002029492,7947,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLACR,Mountain Lake Acquisition Corp.,Nasdaq,0002029492,9807,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLACU,Mountain Lake Acquisition Corp.,Nasdaq,0002029492,9808,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLCI,Mount Logan Capital Inc.,Nasdaq,0002051820,5507,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLCIL,Mount Logan Capital Inc.,Nasdaq,0002051820,9932,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLCO,Melco Resorts & Entertainment LTD,Nasdaq,0001381640,2116,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLEC,Moolec Science SA,Nasdaq,0001937737,6447,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLECW,Moolec Science SA,Nasdaq,0001937737,9617,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLGO,MicroAlgo Inc.,Nasdaq,0001800392,5195,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLI,MUELLER INDUSTRIES INC,NYSE,0000089439,760,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLKN,"MILLERKNOLL, INC.",Nasdaq,0000066382,2695,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLM,MARTIN MARIETTA MATERIALS INC,NYSE,0000916076,440,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLP,MAUI LAND & PINEAPPLE CO INC,NYSE,0000063330,3671,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLPB,UBS AG,NYSE,0001114446,8620,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLPR,UBS AG,NYSE,0001114446,8621,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLR,MILLER INDUSTRIES INC /TN/,NYSE,0000924822,3231,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLSS,MILESTONE SCIENTIFIC INC.,NYSE,0000855683,5542,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLTX,MoonLake Immunotherapeutics,Nasdaq,0001821586,2528,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MLYS,"Mineralys Therapeutics, Inc.",Nasdaq,0001933414,2126,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMA,MIXED MARTIAL ARTS GROUP LTD,NYSE,0001981519,6100,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,NYSE,0001518557,3924,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMED,"MiniMed Group, Inc.",Nasdaq,0002062583,1572,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMI,"Marcus & Millichap, Inc.",NYSE,0001578732,2640,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMLP,MARTIN MIDSTREAM PARTNERS L.P.,Nasdaq,0001176334,4712,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMM,3M CO,NYSE,0000066740,202,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMS,"MAXIMUS, INC.",NYSE,0001032220,1794,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMSI,MERIT MEDICAL SYSTEMS INC,Nasdaq,0000856982,1637,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMT,MFS MULTIMARKET INCOME TRUST,NYSE,0000809173,4084,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMTX,Miluna Acquisition Corp,Nasdaq,0002077033,4903,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMTXU,Miluna Acquisition Corp,Nasdaq,0002077033,10105,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMTXW,Miluna Acquisition Corp,Nasdaq,0002077033,10106,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.,NYSE,0000886043,3219,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MMYT,MakeMyTrip Ltd,Nasdaq,0001495153,1646,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNDO,MIND CTI LTD,Nasdaq,0001119083,5833,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNDR,Mobile-health Network Solutions,Nasdaq,0001976695,6489,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNDY,monday.com Ltd.,Nasdaq,0001845338,1611,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNKD,MANNKIND CORP,Nasdaq,0000899460,2636,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNOV,MEDICINOVA INC,Nasdaq,0001226616,5136,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNPR,Monopar Therapeutics,Nasdaq,0001645469,3545,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNR,MACH NATURAL RESOURCES LP,NYSE,0001980088,2112,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNRO,"MONRO, INC.",Nasdaq,0000876427,3362,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNSB,"MainStreet Bancshares, Inc.",Nasdaq,0001693577,4398,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNSBP,"MainStreet Bancshares, Inc.",Nasdaq,0001693577,9164,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNSO,MINISO Group Holding Ltd,NYSE,0001815846,1608,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNST,Monster Beverage Corp,Nasdaq,0000865752,178,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNTK,"Montauk Renewables, Inc.",Nasdaq,0001826600,4158,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNTN,"MNTN, Inc.",NYSE,0001891027,3122,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNTS,Momentus Inc.,Nasdaq,0001781162,4132,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNTSW,Momentus Inc.,Nasdaq,0001781162,9234,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNY,MoneyHero Ltd,Nasdaq,0001974044,5188,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MNYWW,MoneyHero Ltd,Nasdaq,0001974044,9672,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MO,"ALTRIA GROUP, INC.",NYSE,0000764180,133,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOB,Mobilicom Ltd,Nasdaq,0001898643,5040,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOBBW,Mobilicom Ltd,Nasdaq,0001898643,8121,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOBI,"Mobia Medical, Inc.",Nasdaq,0001489993,3520,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOBX,"MOBIX LABS, INC",Nasdaq,0001855467,5512,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOBXW,"MOBIX LABS, INC",Nasdaq,0001855467,9452,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOD,MODINE MANUFACTURING CO,NYSE,0000067347,779,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MODD,"Modular Medical, Inc.",Nasdaq,0001074871,5638,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOG.A,MOOG INC.,NYSE,0000067887,855,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOG.B,MOOG INC.,NYSE,0000067887,7762,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOGU,MOGU Inc.,NYSE,0001743971,5903,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOH,"MOLINA HEALTHCARE, INC.",NYSE,0001179929,986,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOLN,MOLECULAR PARTNERS AG,Nasdaq,0001745114,4573,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOMO,Hello Group Inc.,Nasdaq,0001610601,2921,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MORN,"Morningstar, Inc.",Nasdaq,0001289419,1233,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOS,MOSAIC CO,NYSE,0001285785,1236,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOV,MOVADO GROUP INC,NYSE,0000072573,2884,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MOVE,"Corvex, Inc.",Nasdaq,0001734750,5494,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
MP,MP Materials Corp. / DE,NYSE,0001801368,977,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
