ticker,as_of_date,next_target_announcement_date,label_target_within_6m,next_acquirer_announcement_date,label_acquirer_within_6m
IPDN,2026-01-31,,0,,0
IPDN,2026-02-28,,0,,0
IPEX,2026-01-31,,0,,0
IPEX,2026-02-28,,0,,0
IPEXR,2026-01-31,,0,,0
IPEXR,2026-02-28,,0,,0
IPEXU,2026-01-31,,0,,0
IPEXU,2026-02-28,,0,,0
IPFX,2026-01-31,2026-06-08,1,,0
IPFX,2026-02-28,2026-06-08,1,,0
IPFXU,2026-01-31,,0,,0
IPFXU,2026-02-28,,0,,0
IPFXW,2026-01-31,,0,,0
IPFXW,2026-02-28,,0,,0
IPGP,2026-01-31,,0,,0
IPGP,2026-02-28,,0,,0
IPHA,2026-01-31,,0,,0
IPHA,2026-02-28,,0,,0
IPI,2026-01-31,,0,,0
IPI,2026-02-28,,0,,0
IPM,2026-01-31,,0,,0
IPM,2026-02-28,,0,,0
IPSC,2026-01-31,,0,,0
IPSC,2026-02-28,,0,,0
IPST,2026-01-31,,0,,0
IPST,2026-02-28,,0,,0
IPVVU,2026-01-31,,0,,0
IPVVU,2026-02-28,,0,,0
IPW,2026-01-31,,0,,0
IPW,2026-02-28,,0,,0
IPWR,2026-01-31,,0,,0
IPWR,2026-02-28,,0,,0
IPX,2026-01-31,,0,,0
IPX,2026-02-28,,0,,0
IQ,2026-01-31,,0,,0
IQ,2026-02-28,,0,,0
IQI,2026-01-31,,0,,0
IQI,2026-02-28,,0,,0
IQST,2026-01-31,,0,,0
IQST,2026-02-28,,0,,0
IQV,2026-01-31,,0,,0
IQV,2026-02-28,,0,,0
IR,2026-01-31,,0,,0
IR,2026-02-28,,0,,0
IRAB,2026-01-31,,0,,0
IRAB,2026-02-28,,0,,0
IRAB.UN,2026-01-31,,0,,0
IRAB.UN,2026-02-28,,0,,0
IRAB.WT,2026-01-31,,0,,0
IRAB.WT,2026-02-28,,0,,0
IRD,2026-01-31,,0,,0
IRD,2026-02-28,,0,,0
IRDM,2026-01-31,,0,,0
IRDM,2026-02-28,,0,,0
IREN,2026-01-31,,0,,0
IREN,2026-02-28,,0,,0
IRHO,2026-01-31,,0,,0
IRHO,2026-02-28,,0,,0
IRHOR,2026-01-31,,0,,0
IRHOR,2026-02-28,,0,,0
IRHOU,2026-01-31,,0,,0
IRHOU,2026-02-28,,0,,0
IRIX,2026-01-31,,0,,0
IRIX,2026-02-28,,0,,0
IRM,2026-01-31,,0,,0
IRM,2026-02-28,,0,,0
IRMD,2026-01-31,,0,,0
IRMD,2026-02-28,,0,,0
IRON,2026-01-31,,0,,0
IRON,2026-02-28,,0,,0
IRS,2026-01-31,,0,,0
IRS,2026-02-28,,0,,0
IRT,2026-01-31,,0,,0
IRT,2026-02-28,,0,,0
IRTC,2026-01-31,,0,,0
IRTC,2026-02-28,,0,,0
IRWD,2026-01-31,,0,,0
IRWD,2026-02-28,,0,,0
ISBA,2026-01-31,,0,,0
ISBA,2026-02-28,,0,,0
ISD,2026-01-31,,0,,0
ISD,2026-02-28,,0,,0
ISNRU,2026-01-31,,0,,0
ISNRU,2026-02-28,,0,,0
ISOU,2026-01-31,,0,,0
ISOU,2026-02-28,,0,,0
ISPC,2026-01-31,,0,,0
ISPC,2026-02-28,,0,,0
ISPR,2026-01-31,,0,,0
ISPR,2026-02-28,,0,,0
ISRG,2026-01-31,,0,,0
ISRG,2026-02-28,,0,,0
ISSC,2026-01-31,,0,,0
ISSC,2026-02-28,,0,,0
ISTR,2026-01-31,,0,,0
ISTR,2026-02-28,,0,,0
IT,2026-01-31,,0,,0
IT,2026-02-28,,0,,0
ITGR,2026-01-31,,0,,0
ITGR,2026-02-28,,0,,0
ITHA,2026-01-31,,0,,0
ITHA,2026-02-28,,0,,0
ITHAU,2026-01-31,,0,,0
ITHAU,2026-02-28,,0,,0
ITHAW,2026-01-31,,0,,0
ITHAW,2026-02-28,,0,,0
ITIC,2026-01-31,,0,,0
ITIC,2026-02-28,,0,,0
ITOC,2026-01-31,,0,,0
ITOC,2026-02-28,,0,,0
ITP,2026-01-31,,0,,0
ITP,2026-02-28,,0,,0
ITRG,2026-01-31,,0,,0
ITRG,2026-02-28,,0,,0
ITRI,2026-01-31,,0,,0
ITRI,2026-02-28,,0,,0
ITRN,2026-01-31,,0,,0
ITRN,2026-02-28,,0,,0
ITT,2026-01-31,,0,,0
ITT,2026-02-28,,0,,0
ITUB,2026-01-31,,0,,0
ITUB,2026-02-28,,0,,0
ITW,2026-01-31,,0,,0
ITW,2026-02-28,,0,,0
IVA,2026-01-31,,0,,0
IVA,2026-02-28,,0,,0
IVDA,2026-01-31,,0,,0
IVDA,2026-02-28,,0,,0
IVDAW,2026-01-31,,0,,0
IVDAW,2026-02-28,,0,,0
IVF,2026-01-31,,0,,0
IVF,2026-02-28,,0,,0
IVR,2026-01-31,,0,,0
IVR,2026-02-28,,0,,0
IVR.PC,2026-01-31,,0,,0
IVR.PC,2026-02-28,,0,,0
IVT,2026-01-31,,0,,0
IVT,2026-02-28,,0,,0
IVVD,2026-01-31,,0,,0
IVVD,2026-02-28,,0,,0
IVZ,2026-01-31,,0,,0
IVZ,2026-02-28,,0,,0
IWDL,2026-01-31,,0,,0
IWDL,2026-02-28,,0,,0
IWFL,2026-01-31,,0,,0
IWFL,2026-02-28,,0,,0
IWML,2026-01-31,,0,,0
IWML,2026-02-28,,0,,0
IX,2026-01-31,,0,,0
IX,2026-02-28,,0,,0
IXHL,2026-01-31,,0,,0
IXHL,2026-02-28,,0,,0
IZEA,2026-01-31,,0,,0
IZEA,2026-02-28,,0,,0
IZM,2026-01-31,,0,,0
IZM,2026-02-28,,0,,0
J,2026-01-31,,0,,0
J,2026-02-28,,0,,0
JABRU,2026-01-31,,0,,0
JABRU,2026-02-28,,0,,0
JACK,2026-01-31,,0,,0
JACK,2026-02-28,,0,,0
JACS,2026-01-31,,0,,0
JACS,2026-02-28,,0,,0
JACS.RI,2026-01-31,,0,,0
JACS.RI,2026-02-28,,0,,0
JACS.UN,2026-01-31,,0,,0
JACS.UN,2026-02-28,,0,,0
JAGU,2026-01-31,,0,,0
JAGU,2026-02-28,,0,,0
JAGX,2026-01-31,,0,,0
JAGX,2026-02-28,,0,,0
JAKK,2026-01-31,,0,,0
JAKK,2026-02-28,,0,,0
JAN,2026-01-31,,0,,0
JAN,2026-02-28,,0,,0
JANX,2026-01-31,,0,,0
JANX,2026-02-28,,0,,0
JATT,2026-01-31,,0,,0
JATT,2026-02-28,,0,,0
JAZZ,2026-01-31,,0,,0
JAZZ,2026-02-28,,0,,0
JBDI,2026-01-31,,0,,0
JBDI,2026-02-28,,0,,0
JBGS,2026-01-31,,0,,0
JBGS,2026-02-28,,0,,0
JBHT,2026-01-31,,0,,0
JBHT,2026-02-28,,0,,0
JBI,2026-01-31,,0,,0
JBI,2026-02-28,,0,,0
JBIO,2026-01-31,,0,,0
JBIO,2026-02-28,,0,,0
JBK,2026-01-31,,0,,0
JBK,2026-02-28,,0,,0
JBL,2026-01-31,,0,,0
JBL,2026-02-28,,0,,0
JBLU,2026-01-31,,0,,0
JBLU,2026-02-28,,0,,0
JBS,2026-01-31,,0,,0
JBS,2026-02-28,,0,,0
JBSS,2026-01-31,,0,,0
JBSS,2026-02-28,,0,,0
JBTM,2026-01-31,,0,,0
JBTM,2026-02-28,,0,,0
JCAP,2026-01-31,,0,,0
JCAP,2026-02-28,,0,,0
JCE,2026-01-31,,0,,0
JCE,2026-02-28,,0,,0
JCI,2026-01-31,,0,,0
JCI,2026-02-28,,0,,0
JCSE,2026-01-31,,0,,0
JCSE,2026-02-28,,0,,0
JCTC,2026-01-31,,0,,0
JCTC,2026-02-28,,0,,0
JD,2026-01-31,,0,,0
JD,2026-02-28,,0,,0
JDZG,2026-01-31,,0,,0
JDZG,2026-02-28,,0,,0
JEF,2026-01-31,,0,,0
JEF,2026-02-28,,0,,0
JELD,2026-01-31,,0,,0
JELD,2026-02-28,,0,,0
JEM,2026-01-31,,0,,0
JEM,2026-02-28,,0,,0
JENA,2026-01-31,,0,,0
JENA,2026-02-28,,0,,0
JENA.RI,2026-01-31,,0,,0
JENA.RI,2026-02-28,,0,,0
JENA.UN,2026-01-31,,0,,0
JENA.UN,2026-02-28,,0,,0
JETD,2026-01-31,,0,,0
JETD,2026-02-28,,0,,0
JETU,2026-01-31,,0,,0
JETU,2026-02-28,,0,,0
JF,2026-01-31,,0,,0
JF,2026-02-28,,0,,0
JFB,2026-01-31,2026-02-17,1,,0
JFB,2026-02-28,,0,,0
JFIN,2026-01-31,,0,,0
JFIN,2026-02-28,,0,,0
JFR,2026-01-31,,0,,0
JFR,2026-02-28,,0,,0
JFU,2026-01-31,,0,,0
JFU,2026-02-28,,0,,0
JG,2026-01-31,,0,,0
JG,2026-02-28,,0,,0
JGH,2026-01-31,,0,,0
JGH,2026-02-28,,0,,0
JHG,2026-01-31,,0,,0
JHG,2026-02-28,,0,,0
JHI,2026-01-31,,0,,0
JHI,2026-02-28,,0,,0
JHS,2026-01-31,,0,,0
JHS,2026-02-28,,0,,0
JHX,2026-01-31,,0,,0
JHX,2026-02-28,,0,,0
JILL,2026-01-31,,0,,0
JILL,2026-02-28,,0,,0
JJSF,2026-01-31,,0,,0
JJSF,2026-02-28,,0,,0
JKHY,2026-01-31,,0,,0
JKHY,2026-02-28,,0,,0
JKS,2026-01-31,,0,,0
JKS,2026-02-28,,0,,0
JL,2026-01-31,,0,,0
JL,2026-02-28,,0,,0
JLHL,2026-01-31,,0,,0
JLHL,2026-02-28,,0,,0
JLL,2026-01-31,,0,,0
JLL,2026-02-28,,0,,0
JLS,2026-01-31,,0,,0
JLS,2026-02-28,,0,,0
JMG,2026-01-31,,0,,0
JMG,2026-02-28,,0,,0
JMIA,2026-01-31,,0,,0
JMIA,2026-02-28,,0,,0
JMM,2026-01-31,,0,,0
JMM,2026-02-28,,0,,0
JMSB,2026-01-31,,0,,0
JMSB,2026-02-28,,0,,0
JNJ,2026-01-31,,0,,0
JNJ,2026-02-28,,0,,0
JOB,2026-01-31,2026-05-06,1,,0
JOB,2026-02-28,2026-05-06,1,,0
JOBY,2026-01-31,,0,,0
JOBY,2026-02-28,,0,,0
JOBY.WT,2026-01-31,,0,,0
JOBY.WT,2026-02-28,,0,,0
JOE,2026-01-31,,0,,0
JOE,2026-02-28,,0,,0
JOF,2026-01-31,,0,,0
JOF,2026-02-28,,0,,0
JOUT,2026-01-31,,0,,0
JOUT,2026-02-28,,0,,0
JOYY,2026-01-31,,0,,0
JOYY,2026-02-28,,0,,0
JPC,2026-01-31,,0,,0
JPC,2026-02-28,,0,,0
JPM,2026-01-31,,0,,0
JPM,2026-02-28,,0,,0
JPM.PC,2026-01-31,,0,,0
JPM.PC,2026-02-28,,0,,0
JPM.PD,2026-01-31,,0,,0
JPM.PD,2026-02-28,,0,,0
JPM.PJ,2026-01-31,,0,,0
JPM.PJ,2026-02-28,,0,,0
JPM.PK,2026-01-31,,0,,0
JPM.PK,2026-02-28,,0,,0
JPM.PL,2026-01-31,,0,,0
JPM.PL,2026-02-28,,0,,0
JPM.PM,2026-01-31,,0,,0
JPM.PM,2026-02-28,,0,,0
JQC,2026-01-31,,0,,0
JQC,2026-02-28,,0,,0
JRI,2026-01-31,,0,,0
JRI,2026-02-28,,0,,0
JRS,2026-01-31,,0,,0
JRS,2026-02-28,,0,,0
JRSH,2026-01-31,,0,,0
JRSH,2026-02-28,,0,,0
JRVR,2026-01-31,,0,,0
JRVR,2026-02-28,,0,,0
JSM,2026-01-31,,0,,0
JSM,2026-02-28,,0,,0
JSPR,2026-01-31,,0,,0
JSPR,2026-02-28,,0,,0
JSPRW,2026-01-31,,0,,0
JSPRW,2026-02-28,,0,,0
JTAI,2026-01-31,,0,,0
JTAI,2026-02-28,,0,,0
JUNS,2026-01-31,,0,,0
JUNS,2026-02-28,,0,,0
JVA,2026-01-31,,0,,0
JVA,2026-02-28,,0,,0
JWEL,2026-01-31,,0,,0
JWEL,2026-02-28,,0,,0
JXG,2026-01-31,,0,,0
JXG,2026-02-28,,0,,0
JXN,2026-01-31,,0,,0
JXN,2026-02-28,,0,,0
JXN.PA,2026-01-31,,0,,0
JXN.PA,2026-02-28,,0,,0
JYD,2026-01-31,,0,,0
JYD,2026-02-28,,0,,0
JYNT,2026-01-31,,0,,0
JYNT,2026-02-28,,0,,0
JZ,2026-01-31,,0,,0
JZ,2026-02-28,,0,,0
JZXN,2026-01-31,,0,,0
JZXN,2026-02-28,,0,,0
KAI,2026-01-31,,0,,0
KAI,2026-02-28,,0,,0
KALA,2026-01-31,,0,,0
KALA,2026-02-28,,0,,0
KALU,2026-01-31,,0,,0
KALU,2026-02-28,,0,,0
KALV,2026-01-31,2026-04-29,1,,0
KALV,2026-02-28,2026-04-29,1,,0
KAPA,2026-01-31,,0,,0
KAPA,2026-02-28,,0,,0
KARO,2026-01-31,,0,,0
KARO,2026-02-28,,0,,0
KB,2026-01-31,,0,,0
KB,2026-02-28,,0,,0
KBDC,2026-01-31,,0,,0
KBDC,2026-02-28,,0,,0
KBH,2026-01-31,,0,,0
KBH,2026-02-28,,0,,0
KBON,2026-01-31,,0,,0
KBON,2026-02-28,,0,,0
KBONU,2026-01-31,,0,,0
KBONU,2026-02-28,,0,,0
KBONW,2026-01-31,,0,,0
KBONW,2026-02-28,,0,,0
KBR,2026-01-31,,0,,0
KBR,2026-02-28,,0,,0
KBSX,2026-01-31,,0,,0
KBSX,2026-02-28,,0,,0
KC,2026-01-31,,0,,0
KC,2026-02-28,,0,,0
KCA.UN,2026-01-31,,0,,0
KCA.UN,2026-02-28,,0,,0
KCAC.UN,2026-01-31,,0,,0
KCAC.UN,2026-02-28,,0,,0
KCAC.WT,2026-01-31,,0,,0
KCAC.WT,2026-02-28,,0,,0
KCHV,2026-01-31,,0,,0
KCHV,2026-02-28,,0,,0
KCHVR,2026-01-31,,0,,0
KCHVR,2026-02-28,,0,,0
KCHVU,2026-01-31,,0,,0
KCHVU,2026-02-28,,0,,0
KD,2026-01-31,,0,,0
KD,2026-02-28,,0,,0
KDK,2026-01-31,,0,,0
KDK,2026-02-28,,0,,0
KDKRW,2026-01-31,,0,,0
KDKRW,2026-02-28,,0,,0
KDP,2026-01-31,,0,,0
KDP,2026-02-28,,0,,0
KE,2026-01-31,,0,,0
KE,2026-02-28,,0,,0
KEEL,2026-01-31,,0,,0
KEEL,2026-02-28,,0,,0
KELYA,2026-01-31,,0,,0
KELYA,2026-02-28,,0,,0
KELYB,2026-01-31,,0,,0
KELYB,2026-02-28,,0,,0
KEN,2026-01-31,,0,,0
KEN,2026-02-28,,0,,0
KEP,2026-01-31,,0,,0
KEP,2026-02-28,,0,,0
KEQU,2026-01-31,,0,,0
KEQU,2026-02-28,,0,,0
KEX,2026-01-31,,0,,0
KEX,2026-02-28,,0,,0
KEY,2026-01-31,,0,,0
KEY,2026-02-28,,0,,0
KEY.PI,2026-01-31,,0,,0
KEY.PI,2026-02-28,,0,,0
KEY.PJ,2026-01-31,,0,,0
KEY.PJ,2026-02-28,,0,,0
KEY.PK,2026-01-31,,0,,0
KEY.PK,2026-02-28,,0,,0
KEY.PL,2026-01-31,,0,,0
KEY.PL,2026-02-28,,0,,0
KEYS,2026-01-31,,0,,0
KEYS,2026-02-28,,0,,0
KEYYU,2026-01-31,,0,,0
KEYYU,2026-02-28,,0,,0
KF,2026-01-31,,0,,0
KF,2026-02-28,,0,,0
KFFB,2026-01-31,,0,,0
KFFB,2026-02-28,,0,,0
KFII,2026-01-31,,0,,0
KFII,2026-02-28,,0,,0
KFIIR,2026-01-31,,0,,0
KFIIR,2026-02-28,,0,,0
KFIIU,2026-01-31,,0,,0
KFIIU,2026-02-28,,0,,0
KFRC,2026-01-31,,0,,0
KFRC,2026-02-28,,0,,0
KFY,2026-01-31,,0,,0
KFY,2026-02-28,,0,,0
KG,2026-01-31,,0,,0
KG,2026-02-28,,0,,0
KGC,2026-01-31,,0,,0
KGC,2026-02-28,,0,,0
KGEI,2026-01-31,,0,,0
KGEI,2026-02-28,,0,,0
KGS,2026-01-31,,0,,0
KGS,2026-02-28,,0,,0
KHC,2026-01-31,,0,,0
KHC,2026-02-28,,0,,0
KIDS,2026-01-31,,0,,0
KIDS,2026-02-28,,0,,0
KIDZ,2026-01-31,,0,,0
KIDZ,2026-02-28,,0,,0
KIDZW,2026-01-31,,0,,0
KIDZW,2026-02-28,,0,,0
KIM,2026-01-31,,0,,0
KIM,2026-02-28,,0,,0
KIM.PL,2026-01-31,,0,,0
KIM.PL,2026-02-28,,0,,0
KIM.PM,2026-01-31,,0,,0
KIM.PM,2026-02-28,,0,,0
KIM.PN,2026-01-31,,0,,0
KIM.PN,2026-02-28,,0,,0
KINS,2026-01-31,,0,,0
KINS,2026-02-28,,0,,0
KIO,2026-01-31,,0,,0
KIO,2026-02-28,,0,,0
KITT,2026-01-31,,0,,0
KITT,2026-02-28,,0,,0
KITTW,2026-01-31,,0,,0
KITTW,2026-02-28,,0,,0
KKR,2026-01-31,,0,,0
KKR,2026-02-28,,0,,0
KKR.PD,2026-01-31,,0,,0
KKR.PD,2026-02-28,,0,,0
KKRS,2026-01-31,,0,,0
KKRS,2026-02-28,,0,,0
KKRT,2026-01-31,,0,,0
KKRT,2026-02-28,,0,,0
KLAC,2026-01-31,,0,,0
KLAC,2026-02-28,,0,,0
KLAR,2026-01-31,,0,,0
KLAR,2026-02-28,,0,,0
KLC,2026-01-31,,0,,0
KLC,2026-02-28,,0,,0
KLIC,2026-01-31,,0,,0
KLIC,2026-02-28,,0,,0
KLRA,2026-01-31,,0,,0
KLRA,2026-02-28,,0,,0
KLRS,2026-01-31,,0,,0
KLRS,2026-02-28,,0,,0
KLTR,2026-01-31,,0,,0
KLTR,2026-02-28,,0,,0
KLXE,2026-01-31,,0,,0
KLXE,2026-02-28,,0,,0
KMB,2026-01-31,,0,,0
KMB,2026-02-28,,0,,0
KMDA,2026-01-31,,0,,0
KMDA,2026-02-28,,0,,0
KMI,2026-01-31,,0,,0
KMI,2026-02-28,,0,,0
KMPB,2026-01-31,,0,,0
KMPB,2026-02-28,,0,,0
KMPR,2026-01-31,,0,,0
KMPR,2026-02-28,,0,,0
KMRK,2026-01-31,,0,,0
KMRK,2026-02-28,,0,,0
KMT,2026-01-31,,0,,0
KMT,2026-02-28,,0,,0
KMTS,2026-01-31,,0,,0
KMTS,2026-02-28,,0,,0
KMX,2026-01-31,,0,,0
KMX,2026-02-28,,0,,0
KN,2026-01-31,,0,,0
KN,2026-02-28,,0,,0
KNDI,2026-01-31,,0,,0
KNDI,2026-02-28,,0,,0
KNF,2026-01-31,,0,,0
KNF,2026-02-28,,0,,0
KNOP,2026-01-31,,0,,0
KNOP,2026-02-28,,0,,0
KNRX,2026-01-31,,0,,0
KNRX,2026-02-28,,0,,0
KNSA,2026-01-31,,0,,0
KNSA,2026-02-28,,0,,0
KNSL,2026-01-31,,0,,0
KNSL,2026-02-28,,0,,0
KNTK,2026-01-31,,0,,0
KNTK,2026-02-28,,0,,0
KNX,2026-01-31,,0,,0
KNX,2026-02-28,,0,,0
KO,2026-01-31,,0,,0
KO,2026-02-28,,0,,0
KOD,2026-01-31,,0,,0
KOD,2026-02-28,,0,,0
KODK,2026-01-31,,0,,0
KODK,2026-02-28,,0,,0
KOF,2026-01-31,,0,,0
KOF,2026-02-28,,0,,0
KOLD,2026-01-31,,0,,0
KOLD,2026-02-28,,0,,0
KOP,2026-01-31,,0,,0
KOP,2026-02-28,,0,,0
KOPN,2026-01-31,,0,,0
KOPN,2026-02-28,,0,,0
KORE,2026-01-31,2026-02-27,1,,0
KORE,2026-02-28,,0,,0
KOS,2026-01-31,,0,,0
KOS,2026-02-28,,0,,0
KOSS,2026-01-31,,0,,0
KOSS,2026-02-28,,0,,0
KOYN,2026-01-31,,0,,0
KOYN,2026-02-28,,0,,0
KOYNU,2026-01-31,,0,,0
KOYNU,2026-02-28,,0,,0
KOYNW,2026-01-31,,0,,0
KOYNW,2026-02-28,,0,,0
KPET,2026-01-31,,0,,0
KPET,2026-02-28,,0,,0
KPET.UN,2026-01-31,,0,,0
KPET.UN,2026-02-28,,0,,0
KPET.WT,2026-01-31,,0,,0
KPET.WT,2026-02-28,,0,,0
KPLT,2026-01-31,,0,,0
KPLT,2026-02-28,,0,,0
KPLTW,2026-01-31,,0,,0
KPLTW,2026-02-28,,0,,0
KPRX,2026-01-31,,0,,0
KPRX,2026-02-28,,0,,0
KPTI,2026-01-31,,0,,0
KPTI,2026-02-28,,0,,0
KR,2026-01-31,,0,,0
KR,2026-02-28,,0,,0
KRAQ,2026-01-31,,0,,0
KRAQ,2026-02-28,,0,,0
KRAQU,2026-01-31,,0,,0
KRAQU,2026-02-28,,0,,0
KRAQW,2026-01-31,,0,,0
KRAQW,2026-02-28,,0,,0
KRC,2026-01-31,,0,,0
KRC,2026-02-28,,0,,0
KREF,2026-01-31,,0,,0
KREF,2026-02-28,,0,,0
KREF.PA,2026-01-31,,0,,0
KREF.PA,2026-02-28,,0,,0
KRG,2026-01-31,,0,,0
KRG,2026-02-28,,0,,0
KRKR,2026-01-31,,0,,0
KRKR,2026-02-28,,0,,0
KRMD,2026-01-31,,0,,0
KRMD,2026-02-28,,0,,0
KRMN,2026-01-31,,0,,0
KRMN,2026-02-28,,0,,0
KRNT,2026-01-31,,0,,0
KRNT,2026-02-28,,0,,0
KRNY,2026-01-31,,0,,0
KRNY,2026-02-28,,0,,0
KRO,2026-01-31,,0,,0
KRO,2026-02-28,,0,,0
KROS,2026-01-31,,0,,0
KROS,2026-02-28,,0,,0
KRP,2026-01-31,,0,,0
KRP,2026-02-28,,0,,0
KRRO,2026-01-31,,0,,0
KRRO,2026-02-28,,0,,0
KRSP,2026-01-31,,0,,0
KRSP,2026-02-28,,0,,0
KRSP.UN,2026-01-31,,0,,0
KRSP.UN,2026-02-28,,0,,0
KRSP.WT,2026-01-31,,0,,0
KRSP.WT,2026-02-28,,0,,0
KRT,2026-01-31,,0,,0
KRT,2026-02-28,,0,,0
KRUS,2026-01-31,,0,,0
KRUS,2026-02-28,,0,,0
KRYS,2026-01-31,,0,,0
KRYS,2026-02-28,,0,,0
KSCP,2026-01-31,,0,,0
KSCP,2026-02-28,,0,,0
KSPI,2026-01-31,,0,,0
KSPI,2026-02-28,,0,,0
KSS,2026-01-31,,0,,0
KSS,2026-02-28,,0,,0
KT,2026-01-31,,0,,0
KT,2026-02-28,,0,,0
KTB,2026-01-31,,0,,0
KTB,2026-02-28,,0,,0
KTCC,2026-01-31,,0,,0
KTCC,2026-02-28,,0,,0
KTF,2026-01-31,,0,,0
KTF,2026-02-28,,0,,0
KTH,2026-01-31,,0,,0
KTH,2026-02-28,,0,,0
KTN,2026-01-31,,0,,0
KTN,2026-02-28,,0,,0
KTOS,2026-01-31,,0,,0
KTOS,2026-02-28,,0,,0
KTTA,2026-01-31,,0,,0
KTTA,2026-02-28,,0,,0
KTTAW,2026-01-31,,0,,0
KTTAW,2026-02-28,,0,,0
KTWO,2026-01-31,,0,,0
KTWO,2026-02-28,,0,,0
KTWOR,2026-01-31,,0,,0
KTWOR,2026-02-28,,0,,0
KTWOU,2026-01-31,,0,,0
KTWOU,2026-02-28,,0,,0
KULR,2026-01-31,,0,,0
KULR,2026-02-28,,0,,0
KURA,2026-01-31,,0,,0
KURA,2026-02-28,,0,,0
KUST,2026-01-31,,0,,0
KUST,2026-02-28,,0,,0
KVAC,2026-01-31,,0,,0
KVAC,2026-02-28,,0,,0
KVACU,2026-01-31,,0,,0
KVACU,2026-02-28,,0,,0
KVACW,2026-01-31,,0,,0
KVACW,2026-02-28,,0,,0
KVHI,2026-01-31,,0,,0
KVHI,2026-02-28,,0,,0
KVUE,2026-01-31,,0,,0
KVUE,2026-02-28,,0,,0
KVYO,2026-01-31,,0,,0
KVYO,2026-02-28,,0,,0
KW,2026-01-31,,0,,0
KW,2026-02-28,,0,,0
KWM,2026-01-31,,0,,0
KWM,2026-02-28,,0,,0
KWMWW,2026-01-31,,0,,0
KWMWW,2026-02-28,,0,,0
KWR,2026-01-31,,0,,0
KWR,2026-02-28,,0,,0
KWY,2026-01-31,,0,,0
KWY,2026-02-28,,0,,0
KXIN,2026-01-31,,0,,0
KXIN,2026-02-28,,0,,0
KYIV,2026-01-31,,0,,0
KYIV,2026-02-28,,0,,0
KYIVW,2026-01-31,,0,,0
KYIVW,2026-02-28,,0,,0
KYMR,2026-01-31,,0,,0
KYMR,2026-02-28,,0,,0
KYN,2026-01-31,,0,,0
KYN,2026-02-28,,0,,0
KYNB,2026-01-31,,0,,0
KYNB,2026-02-28,,0,,0
KYTX,2026-01-31,,0,,0
KYTX,2026-02-28,,0,,0
KZIA,2026-01-31,,0,,0
KZIA,2026-02-28,,0,,0
L,2026-01-31,,0,,0
L,2026-02-28,,0,,0
LAB,2026-01-31,2026-06-08,1,,0
LAB,2026-02-28,2026-06-08,1,,0
LABT,2026-01-31,,0,,0
LABT,2026-02-28,,0,,0
LAC,2026-01-31,,0,,0
LAC,2026-02-28,,0,,0
LAD,2026-01-31,,0,,0
LAD,2026-02-28,,0,,0
LADR,2026-01-31,,0,,0
LADR,2026-02-28,,0,,0
LAES,2026-01-31,,0,,0
LAES,2026-02-28,,0,,0
LAFA,2026-01-31,,0,,0
LAFA,2026-02-28,,0,,0
LAFAR,2026-01-31,,0,,0
LAFAR,2026-02-28,,0,,0
LAFAU,2026-01-31,,0,,0
LAFAU,2026-02-28,,0,,0
LAKE,2026-01-31,,0,,0
LAKE,2026-02-28,,0,,0
LAMR,2026-01-31,,0,,0
LAMR,2026-02-28,,0,,0
LAND,2026-01-31,,0,,0
LAND,2026-02-28,,0,,0
LANDO,2026-01-31,,0,,0
LANDO,2026-02-28,,0,,0
LANDP,2026-01-31,,0,,0
LANDP,2026-02-28,,0,,0
LANV,2026-01-31,,0,,0
LANV,2026-02-28,,0,,0
LANV.WT,2026-01-31,,0,,0
LANV.WT,2026-02-28,,0,,0
LAR,2026-01-31,,0,,0
LAR,2026-02-28,,0,,0
LARK,2026-01-31,,0,,0
LARK,2026-02-28,,0,,0
LASE,2026-01-31,,0,,0
LASE,2026-02-28,,0,,0
LASR,2026-01-31,,0,,0
LASR,2026-02-28,,0,,0
LATA,2026-01-31,,0,,0
LATA,2026-02-28,,0,,0
LATAU,2026-01-31,,0,,0
LATAU,2026-02-28,,0,,0
LATAW,2026-01-31,,0,,0
LATAW,2026-02-28,,0,,0
LAUR,2026-01-31,,0,,0
LAUR,2026-02-28,,0,,0
LAW,2026-01-31,,0,,0
LAW,2026-02-28,,0,,0
LAWR,2026-01-31,,0,,0
LAWR,2026-02-28,,0,,0
LAZ,2026-01-31,,0,,0
LAZ,2026-02-28,,0,,0
LB,2026-01-31,,0,,0
LB,2026-02-28,,0,,0
LBGJ,2026-01-31,,0,,0
LBGJ,2026-02-28,,0,,0
LBRDA,2026-01-31,,0,,0
LBRDA,2026-02-28,,0,,0
LBRDK,2026-01-31,,0,,0
LBRDK,2026-02-28,,0,,0
LBRDP,2026-01-31,,0,,0
LBRDP,2026-02-28,,0,,0
LBRT,2026-01-31,,0,,0
LBRT,2026-02-28,,0,,0
LBRX,2026-01-31,,0,,0
LBRX,2026-02-28,,0,,0
LBTYA,2026-01-31,,0,,0
LBTYA,2026-02-28,,0,,0
LBTYB,2026-01-31,,0,,0
LBTYB,2026-02-28,,0,,0
LBTYK,2026-01-31,,0,,0
LBTYK,2026-02-28,,0,,0
LC,2026-01-31,,0,,0
LC,2026-02-28,,0,,0
LCCC,2026-01-31,2026-05-26,1,,0
LCCC,2026-02-28,2026-05-26,1,,0
LCCCR,2026-01-31,,0,,0
LCCCR,2026-02-28,,0,,0
